Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Palestinian man	0311	Express intent to cooperate economically	Palestine	df2c0ca971fb69fe0455081538ee3146	[1:0:3]	3377
Palestine	013	Make optimistic comment	United Nations	df2c0ca971fb69fe0455081538ee3146	[4:13:17]	3378
Charles Duelfer	012	Make pessimistic comment	Iran	48ce7475d86e9dd41039678caf140dbb	[2:2:3]	3379
Secretary Perry	015	Non-apologetically acknowledge or claim responsibility	IAEA and Iran	48ce7475d86e9dd41039678caf140dbb	[3:4:6]	3380
US Senator Tom Cotton and Congressmen Mike Pompeo	016	Reject accusation, deny responsibility	Iran	48ce7475d86e9dd41039678caf140dbb	[4:7:10]	3381
Fred Fleitz	011	Refuse to comment	Iran	48ce7475d86e9dd41039678caf140dbb	[6:16:17]	3382
John Kerry	013	Make optimistic comment	IAEA	48ce7475d86e9dd41039678caf140dbb	[6:16:17]	3383
Speaker John Boehner	019	Express accord	Jordan	a20137983afcb9cef7f0bcfbd16f90d9	[2:3:5]	3384
Speaker John Boehner	013	Make optimistic comment	ISIL	a20137983afcb9cef7f0bcfbd16f90d9	[3:6:8]	3385
Senate Majority Leader Mitch McConnell	012	Make pessimistic comment	Iran's nuclear program	a20137983afcb9cef7f0bcfbd16f90d9	[3:6:8]	3386
Egypt	014	Consider policy option	Italy	01ece3dcdc1e42dfa31cc0bb014263d5	[1:0:3]	3387
Egypt president	018	Make empathetic comment	Italy	2f7bb4379bca67d02303941ce9865740	[1:0:3]	3388
Egypt president	0311	Express intent to cooperate economically	Regeni's family	2f7bb4379bca67d02303941ce9865740	[2:4:8]	3389
U.S. Gen. Dempsey	012	Make pessimistic comment	Iranian-backed Shiite’s militias	458fb24a60214c8c65dfdfedd4fa1b9c	[2:1:1]	3390
Iran	014	Consider policy option	Shiite community	458fb24a60214c8c65dfdfedd4fa1b9c	[4:3:4]	3391
Iran	013	Make optimistic comment	Saudi Arabia and Russia	025adebf7e886eb22272b262bba1a081	[3:7:10]	3392
US ambassador to Israel Dan Shapiro	012	Make pessimistic comment	Prime Minister Benjamin Netanyahu	3af60fc4715d423a888a7f654bdef8a2	[1:0:3]	3393
US ambassador to Israel Dan Shapiro	013	Make optimistic comment	Prime Minister Benjamin Netanyahu	3af60fc4715d423a888a7f654bdef8a2	[2:4:5]	3394
Saudi Arabia	012	Make pessimistic comment	Oil market	8c7d8474bc80eb2e0a872e94da34443e	[2:2:3]	3395
Kuwait	015	Non-apologetically acknowledge or claim responsibility	Asia	8c7d8474bc80eb2e0a872e94da34443e	[2:2:3]	3396
Turkish foreign ministry	019	Express accord	Israeli teams	a719cfa0ae15cdc556ea655653410f67	[1:0:3]	3397
Israeli teams	019	Express accord	Turkish foreign ministry	a719cfa0ae15cdc556ea655653410f67	[1:0:3]	3398
Turkish official	013	Make optimistic comment	Israel	86fc8d462acf7deeab74e1011b3b7cd3	[0:0:0]	3399
Israeli Energy Minister Yuval Steinitz	013	Make optimistic comment	Turkey	86fc8d462acf7deeab74e1011b3b7cd3	[1:0:3]	3400
Turkish official İbrahim Kalın	014	Consider policy option	Israel	86fc8d462acf7deeab74e1011b3b7cd3	[2:4:6]	3401
Israel	010	Make public statement	Turkey	86fc8d462acf7deeab74e1011b3b7cd3	[4:11:12]	3402
European Union	012	Make pessimistic comment	Iran	9f270438d708d7155b90ebe7a356c4db	[1:0:2]	3403
Iran President Hassan Rouhani	011	Refuse to comment	nuclear negotiations	72e903bc3cef9ab7a8c58dc70c58c53c	[1:0:1]	3404
Egyptian president el-Sisi	013	Make optimistic comment	Israeli people	eb89cf6931614bdb8d496f7bdc998b16	[7:17:18]	3405
United Nations Commission on Human Rights	014	Consider policy option	Formation of United Nations High Commissioner for Human Rights	32bd9d9707ad8ef9cce00b9babc4629d	[1:0:1]	3406
United States, Britain, Israel	013	Make optimistic comment	Formation of United Nations High Commissioner for Human Rights	32bd9d9707ad8ef9cce00b9babc4629d	[1:0:1]	3407
Supreme Court Justice Haim H. Cohn	016	Reject accusation, deny responsibility	High Commission proposal	32bd9d9707ad8ef9cce00b9babc4629d	[3:4:6]	3408
United States delegation member Roger W. Tuby	013	Make optimistic comment	High Commissioner for Human Rights	32bd9d9707ad8ef9cce00b9babc4629d	[4:7:9]	3409
IDF’s Southern Command	012	Make pessimistic comment	Gaza	4dce178f302980c282da6661da32f72c	[1:0:2]	3410
incoming head of the Gaza Division Brig. Gen. Yehuda Fuchs	013	Make optimistic comment	[unspecified target or actor]	4dce178f302980c282da6661da32f72c	[3:6:10]	3411
U.S. President Barack Obama	016	Reject accusation, deny responsibility	Donald Trump	170ab60a7029c9196ca42dd9b9de5d71	[1:0:2]	3412
U.S. President Barack Obama	012	Make pessimistic comment	Democracy	170ab60a7029c9196ca42dd9b9de5d71	[3:7:9]	3413
U.S. President Barack Obama	012	Make pessimistic comment	Voter Fraud	170ab60a7029c9196ca42dd9b9de5d71	[4:10:12]	3414
United Nations Truce Supervision Organization Chief of Staff Major General Carl C. von Horn	010	Make public statement	Security Council	e3e1667e934935529483c68dcf17bc3c	[0:0:0]	3415
United Nations Truce Supervision Organization Chief of Staff Major General Carl C. von Horn	016	Reject accusation, deny responsibility	Israel	e3e1667e934935529483c68dcf17bc3c	[1:0:2]	3416
Israel	019	Express accord	Security Council	e3e1667e934935529483c68dcf17bc3c	[2:3:6]	3417
Israel Delegation Chairman Michael S. Comay	0242	Appeal for policy change	Security Council	e3e1667e934935529483c68dcf17bc3c	[3:7:8]	3418
Human rights groups	018	Make empathetic comment	Torture marks on Giulio Regeni's body	2406c524d2ac6f9472712e99d27c64ef	[1:0:3]	3419
Senior Egyptian interior ministry official	016	Reject accusation, deny responsibility	Investigation conclusion regarding Giulio Regeni	2406c524d2ac6f9472712e99d27c64ef	[2:4:6]	3420
Egypt's Al-Ahram newspaper	012	Make pessimistic comment	Egyptian government	2406c524d2ac6f9472712e99d27c64ef	[3:7:9]	3421
The Times of Israel	012	Make pessimistic comment	Instructions for escape transportation	3ffd55f0b91711500e1aa1f7dca1183d	[2:2:4]	3422
France	016	Reject accusation, deny responsibility	Recognise Palestinian state	dcf57df3bed30121c35f661f321df451	[1:0:6]	3423
French Foreign Minister Laurent Fabius	014	Consider policy option	Conference proposal	dcf57df3bed30121c35f661f321df451	[2:7:10]	3424
Palestinian President Mahmoud Abbas	013	Make optimistic comment	France's conference plan	dcf57df3bed30121c35f661f321df451	[2:7:10]	3425
U.S. official	013	Make optimistic comment	Conflict resolution path	dcf57df3bed30121c35f661f321df451	[4:16:19]	3426
Dr. Mahmoud Al-Zahar from Hamas	0232	Appeal for military aid	Syria	859fc96157484e73268e105e6222ce53	[1:0:2]	3427
Dr. Mahmoud Al-Zahar from Hamas	012	Make pessimistic comment	Lebanon	859fc96157484e73268e105e6222ce53	[1:0:2]	3428
Al-Qassam Brigades commander Muhammad Deif	019	Express accord	Hizbullah secretary-general Hassan Nasrallah	859fc96157484e73268e105e6222ce53	[3:6:7]	3429
Dr. Mahmoud Al-Zahar	014	Consider policy option	Palestinian presence in Syria, Jordan, and even Egypt	859fc96157484e73268e105e6222ce53	[4:8:9]	3430
Gaza's Interior Ministry	112	Accuse	Ramallah's security services	3b20a9d0ec6e2a31a02ae37dbc631d03	[2:3:4]	3431
Hamas leader Yahya Moussa	016	Reject accusation, deny responsibility	President Abbas	3b20a9d0ec6e2a31a02ae37dbc631d03	[6:11:13]	3432
Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Iran	4f1d13a448a8a77f6d9aafd9207cc0d0	[1:0:3]	3433
President of Iran Hassan Rouhani	013	Make optimistic comment	Iran	4f1d13a448a8a77f6d9aafd9207cc0d0	[3:7:10]	3434
Prime Minister Benjamin Netanyahu	1053	Demand release of persons or property	World powers	4f1d13a448a8a77f6d9aafd9207cc0d0	[4:11:14]	3435
Energy Minister Yuval Steinitz	1122	Accuse of human rights abuses	World powers	4f1d13a448a8a77f6d9aafd9207cc0d0	[5:15:17]	3436
Hamas's deputy leader	010	Make public statement	Not specified	767e7f3c3db4226598ca9fafeb712c4b	[0:0:0]	3437
Ismail Haniyeh	012	Make pessimistic comment	Israel	767e7f3c3db4226598ca9fafeb712c4b	[1:0:3]	3438
Palestinian sources	010	Make public statement	IDF	767e7f3c3db4226598ca9fafeb712c4b	[2:4:8]	3439
IDF	010	Make public statement	Hamas's military wing	767e7f3c3db4226598ca9fafeb712c4b	[4:12:13]	3440
Hamas spokesman Mushir Al Masri	012	Make pessimistic comment	Israel	767e7f3c3db4226598ca9fafeb712c4b	[4:12:13]	3441
Islamic Jihad	012	Make pessimistic comment	Israel	767e7f3c3db4226598ca9fafeb712c4b	[5:14:14]	3442
Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Iran deal	0cb592cf06b538d64ca5e72c37e1a7bb	[1:0:3]	3443
Netanyahu	013	Make optimistic comment	Israeli efforts to thwart Iran’s nuclear efforts	0cb592cf06b538d64ca5e72c37e1a7bb	[3:8:11]	3444
Prime Minister Benjamin Netanyahu	014	Consider policy option	political front against the nuclear deal	0cb592cf06b538d64ca5e72c37e1a7bb	[4:12:15]	3445
Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Iran nuclear deal	0cb592cf06b538d64ca5e72c37e1a7bb	[5:16:20]	3446
Netanyahu	012	Make pessimistic comment	Iran	0cb592cf06b538d64ca5e72c37e1a7bb	[6:21:24]	3447
Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Islamic Republic	0cb592cf06b538d64ca5e72c37e1a7bb	[6:21:24]	3448
Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Iran's nuclear program	1995400bdf0505efd2db8d10923a94f6	[1:0:2]	3449
President Barack Obama	013	Make optimistic comment	nuclear deal	1995400bdf0505efd2db8d10923a94f6	[5:13:14]	3450
House Republicans	016	Reject accusation, deny responsibility	Iran deal	7e8ba35a305840e462c0f94bea20d8be	[1:0:2]	3451
Rep. Jim Jordan	012	Make pessimistic comment	ObamaCare	7e8ba35a305840e462c0f94bea20d8be	[2:3:6]	3452
Ben Rhodes	015	Non-apologetically acknowledge or claim responsibility	Iran deal	7e8ba35a305840e462c0f94bea20d8be	[3:7:10]	3453
Ben Rhodes	011	Refuse to comment	Center for New American Security	7e8ba35a305840e462c0f94bea20d8be	[4:11:12]	3454
Sen. Tom Cotton	016	Reject accusation, deny responsibility	Iran deal	7e8ba35a305840e462c0f94bea20d8be	[7:20:23]	3455
Yukiya Amano	012	Make pessimistic comment	Iran's nuclear information	c304da1acce9bf15da269e0326860d2f	[1:0:3]	3456
Benjamin Netanyahu	019	Express accord	Iran	934972d8831db5196cccb6fc2db2098e	[0:0:0]	3457
Israeli Prime Minister Benjamin Netanyahu	0211	Appeal for economic cooperation	Iran	934972d8831db5196cccb6fc2db2098e	[1:0:4]	3458
Benjamin Netanyahu	0211	Appeal for economic cooperation	Tehran	934972d8831db5196cccb6fc2db2098e	[2:5:9]	3459
Israel Defense Minister Avigdor Liberman	1125	Accuse of espionage, treason	European Union ambassadors	c8d5542f8257f9064a7917b241206b67	[1:0:2]	3460
One EU ambassador	019	Express accord	Regulation bill	c8d5542f8257f9064a7917b241206b67	[3:6:10]	3461
Israel Defense Minister Avigdor Liberman	016	Reject accusation, deny responsibility	No involvement in Syrian civil war	c8d5542f8257f9064a7917b241206b67	[4:11:14]	3462
Israel Defense Minister Avigdor Liberman	012	Make pessimistic comment	Conflicts in the Middle East	c8d5542f8257f9064a7917b241206b67	[6:19:21]	3463
UN Nuke agency (IAEA)	012	Make pessimistic comment	Iran	daed626e855f840abea424c7f74f7535	[0:0:0]	3464
Italy	013	Make optimistic comment	Egypt	a5dbd1fe98bafbcb6f1138e6b7aae944	[4:7:9]	3465
Iran Ambassador to the IAEA Reza Najafi	016	Reject accusation, deny responsibility	International Atomic Energy Agency	8e6523fbf5433e394478331aac7a6ed8	[1:0:1]	3466
Ali Akhbar Salehi	015	Non-apologetically acknowledge or claim responsibility	Iran's past nuclear work	8e6523fbf5433e394478331aac7a6ed8	[2:2:4]	3467
Foreign Minister Mohammad Javad Zarif	016	Reject accusation, deny responsibility	Parchin military site	8e6523fbf5433e394478331aac7a6ed8	[2:2:4]	3468
David Albright	1432	Conduct strike or boycott for policy change	Iran	8e6523fbf5433e394478331aac7a6ed8	[2:2:4]	3469
Iran	014	Consider policy option	United States	8e6523fbf5433e394478331aac7a6ed8	[3:5:6]	3470
Former deputy director-general of the IAEA Olli Heinonen	013	Make optimistic comment	International Atomic Energy Agency (IAEA)	8e6523fbf5433e394478331aac7a6ed8	[3:5:6]	3471
Hamas member Ismail Radwan	016	Reject accusation, deny responsibility	Anadolu Agency	e479cfb1040bef4add0b83ce7e3f96d5	[1:0:4]	3472
Israeli army Major-General Yoav Mordechai	015	Non-apologetically acknowledge or claim responsibility	Daesh members entering Gaza	e479cfb1040bef4add0b83ce7e3f96d5	[1:0:4]	3473
Iran	015	Non-apologetically acknowledge or claim responsibility	Additional Protocol implementation	89b7a8863a3f83000bb0adab47c8d88a	[1:0:4]	3474
Iran	013	Make optimistic comment	Sanctions removal	89b7a8863a3f83000bb0adab47c8d88a	[5:16:20]	3475
Iran	015	Non-apologetically acknowledge or claim responsibility	Nuclear inspection compliance	89b7a8863a3f83000bb0adab47c8d88a	[7:26:30]	3476
Hamas political leader Khaled Mashal	019	Express accord	Israeli attacks	5ff662c6d93f1ce782a8619551c3fc00	[1:0:2]	3477
Hamas political leader Khaled Mashal	015	Non-apologetically acknowledge or claim responsibility	Defense and respect for international humanitarian law	5ff662c6d93f1ce782a8619551c3fc00	[1:0:2]	3478
Khaled Mashal	0311	Express intent to cooperate economically	Palestinian movement philosophy	5ff662c6d93f1ce782a8619551c3fc00	[4:11:13]	3479
Hamas	015	Non-apologetically acknowledge or claim responsibility	Comparison of their cause to historical liberations	5ff662c6d93f1ce782a8619551c3fc00	[5:14:14]	3480
Israel Prime Minister Benjamin Netanyahu	014	Consider policy option	Iran	b0032fe43ecdbc45e85bbaf716aa8424	[0:0:0]	3481
Israel Prime Minister Benjamin	012	Make pessimistic comment	Renzi regarding Iran	b0032fe43ecdbc45e85bbaf716aa8424	[2:4:6]	3482
CIA director	012	Make pessimistic comment	Iran presence in Iraq	40a63f15e0d8049b9afb29e3855da923	[2:4:6]	3483
Gen. Martin Dempsey	014	Consider policy option	Shiite militiamen's potential actions	40a63f15e0d8049b9afb29e3855da923	[2:4:6]	3484
CIA director	012	Make pessimistic comment	Baghdad's Shiite-led government	40a63f15e0d8049b9afb29e3855da923	[3:7:9]	3485
White House	010	Make public statement	Iran's own inspections	636a1305f8a50653f46adfd60f840db9	[0:0:0]	3486
White House National Security Council spokesman Ned Price	013	Make optimistic comment	IAEA	636a1305f8a50653f46adfd60f840db9	[1:0:2]	3487
Israeli Energy Minister Yuval Steinitz	012	Make pessimistic comment	Iran's nuclear program agreement	636a1305f8a50653f46adfd60f840db9	[2:3:5]	3488
Iran	016	Reject accusation, deny responsibility	IAEA	d437acdce84ab362f845c671229e09a1	[1:0:5]	3489
Behrooz Kamalvandi	016	Reject accusation, deny responsibility	IAEA report	d437acdce84ab362f845c671229e09a1	[1:0:5]	3490
Iran	016	Reject accusation, deny responsibility	UN Security Council	d437acdce84ab362f845c671229e09a1	[1:0:5]	3491
Iran	016	Reject accusation, deny responsibility	IAEA	d437acdce84ab362f845c671229e09a1	[3:10:13]	3492
Prime Minister Benjamin Netanyahu	014	Consider policy option	Israel will not tolerate Tehran’s efforts to arm Israel’s enemies	e95e81e443ef9856b7b4aa0d5eb8ffa8	[2:3:4]	3493
Prime Minister Benjamin Netanyahu	014	Consider policy option	Israel’s policy to prevent weapons transfers and attacks from the Golan Heights	e95e81e443ef9856b7b4aa0d5eb8ffa8	[3:5:7]	3494
Vladimir Putin	019	Express accord	Russia's actions in the region and condemnation of shelling against Israel	e95e81e443ef9856b7b4aa0d5eb8ffa8	[4:8:10]	3495
Israel	1121	Accuse of crime, corruption	Iran deal	6d9168f0171717fa3220fb1f837731ed	[0:0:0]	3496
Israeli Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Iran’s nuclear program	6d9168f0171717fa3220fb1f837731ed	[1:0:1]	3497
Yair Lapid	012	Make pessimistic comment	Iran nuclear deal inspections	6d9168f0171717fa3220fb1f837731ed	[4:8:10]	3498
Lapid	013	Make optimistic comment	Iran’s nuclear capabilities	6d9168f0171717fa3220fb1f837731ed	[8:19:22]	3499
Inbar	012	Make pessimistic comment	Potential military strike by Israel against Iran	6d9168f0171717fa3220fb1f837731ed	[9:23:24]	3500
Obama	016	Reject accusation, deny responsibility	critics of Iran deal	efd719fad5ff4cdc65e3c9dda6f86695	[1:0:2]	3501
Obama	016	Reject accusation, deny responsibility	Iran deal critics	efd719fad5ff4cdc65e3c9dda6f86695	[3:6:9]	3502
Obama	0862	Receive inspectors	U.S. Congress	efd719fad5ff4cdc65e3c9dda6f86695	[6:14:16]	3503
Obama spokesman Josh Earnest	013	Make optimistic comment	Congress	efd719fad5ff4cdc65e3c9dda6f86695	[7:17:19]	3504
Sen. Chris Murphy	013	Make optimistic comment	Iran deal	efd719fad5ff4cdc65e3c9dda6f86695	[7:17:19]	3505
Rep. Mike Thompson	013	Make optimistic comment	Iran deal	efd719fad5ff4cdc65e3c9dda6f86695	[7:17:19]	3506
Iran's deputy foreign minister Abbas Araqchi	016	Reject accusation, deny responsibility	Iran's security agencies	b10c4c071f46510a8754dd06adea9e9f	[1:0:5]	3507
Iran	010	Make public statement	countries that have diplomatic relations with Tehran	b10c4c071f46510a8754dd06adea9e9f	[2:6:8]	3508
Oil Minister Bijan Zanganeh	010	Make public statement	Shana news service	172a8148bfcf4e264f5bec053fda5bca	[1:0:3]	3509
Iran	014	Consider policy option	OPEC's production cap	172a8148bfcf4e264f5bec053fda5bca	[2:4:7]	3510
Iran senior nuclear negotiator Abbas Araqchi	016	Reject accusation, deny responsibility	Inspecting military sites in nuclear talks	84029171592aec046f194526548551e2	[1:0:2]	3511
Iran	016	Reject accusation, deny responsibility	Inspections of military sites	1e6dd2fb5ab60fd0c3b28eb7da44c3c9	[0:0:0]	3512
Iran senior negotiator Hamid Ba’eedinejad	016	Reject accusation, deny responsibility	Press TV	1e6dd2fb5ab60fd0c3b28eb7da44c3c9	[1:0:1]	3513
Mahmoud al-Zahar	010	Make public statement	Egypt	43edb8688966aa0ac95be47c4632aa64	[1:0:5]	3514
Deputy Oil Minister Rokneddin Javadi	013	Make optimistic comment	Europe	32b79568da9e4d281554828be53a4f12	[1:0:3]	3515
National Iranian Oil Company	013	Make optimistic comment	European destinations	32b79568da9e4d281554828be53a4f12	[1:0:3]	3516
Vice President Jahangiri	013	Make optimistic comment	Joint Comprehensive Plan of Action	32b79568da9e4d281554828be53a4f12	[3:8:10]	3517
Egyptian Foreign Minister Sameh Shoukry	016	Reject accusation, deny responsibility	Austria's Foreign Minister Sebastian Kurz	39e63c982bca53d2a6449d9cb207a7fd	[2:5:8]	3518
Israeli Prime Minister Benjamin Netanyahu	010	Make public statement	Iran	e1556b904b724d201a6619aea09215be	[0:0:0]	3519
Christians United for Israel	012	Make pessimistic comment	Iran deal	e1556b904b724d201a6619aea09215be	[1:0:4]	3520
Palestinian official Issa Qaraqe	012	Make pessimistic comment	Mohamed al-Qeeq	776573f5dcfdcd91832b3f7296624e4d	[1:0:4]	3521
US President Barack Obama	1055	Demand to allow non-mediatory international involvement	Iran	599193d998cea04858e1dbf988f91dc1	[2:3:4]	3522
Former Israel Spy Chief	010	Make public statement	Iran Deal Criticism	a0133cbc1e61ef016d82318af40ab956	[0:0:0]	3523
Meir Dagan	019	Express accord	United States	a0133cbc1e61ef016d82318af40ab956	[1:0:3]	3524
MK Osama Sa’adi	1042	Demand policy change	Israel	f0625b58f9d570bd569f23e2b55e2978	[3:6:10]	3525
Israel	015	Non-apologetically acknowledge or claim responsibility	Turkey	eceb18ffc97a5326722fd5899cf3e696	[3:8:11]	3526
Syrian President Bashar Al Assad	012	Make pessimistic comment	United States	f55c39cd6fd9cfcb062ec5e45100119d	[1:0:1]	3527
Countries	014	Consider policy option	Israel	f55c39cd6fd9cfcb062ec5e45100119d	[2:2:3]	3528
Israeli Education Minister and Jewish Home party leader Naftali Bennett	012	Make pessimistic comment	Hamas	28c0732094862bcaa58b8312f20d155a	[1:0:2]	3529
Naftali Bennett	012	Make pessimistic comment	Hamas	28c0732094862bcaa58b8312f20d155a	[3:6:9]	3530
Iran's oil minister Bijan Zanganeh	013	Make optimistic comment	Oil ministry’s news agency SHANA	44c04dae084826cb5ea22d4387b539a4	[1:0:4]	3531
OPEC source	013	Make optimistic comment	Iran's participation in meeting	44c04dae084826cb5ea22d4387b539a4	[1:0:4]	3532
Jerusalem Mayor Ehud Olmert	012	Make pessimistic comment	U.S. government	6fe8c6318b4fab0ddbbddd4c7bb5b9ac	[1:0:3]	3533
Jerusalem Mayor Ehud Olmert	012	Make pessimistic comment	U.N. Ambassador (Madeleine) Albright	6fe8c6318b4fab0ddbbddd4c7bb5b9ac	[2:4:6]	3534
U.S. Secretary of State Warren Christopher	013	Make optimistic comment	Syria, Jordan and Lebanon negotiations with Israel	6fe8c6318b4fab0ddbbddd4c7bb5b9ac	[6:17:21]	3535
U.S. Secretary of State Warren Christopher	013	Make optimistic comment	PLO negotiations resumption	6fe8c6318b4fab0ddbbddd4c7bb5b9ac	[6:17:21]	3536
U.S. Vice President Al Gore	019	Express accord	U.N. resolution's reference to Jerusalem	6fe8c6318b4fab0ddbbddd4c7bb5b9ac	[11:38:40]	3537
Defense Minister Khaled al-Obeidi	013	Make optimistic comment	AP news agency	cddacd085bd8214dd23e06fbb8b5fcf6	[2:6:10]	3538
Sen. Robert Menendez	012	Make pessimistic comment	Iran sanctions	3e633620b823d6577f6b91a026d73f68	[2:3:5]	3539
Sen. Bob Corker	013	Make optimistic comment	bipartisan bill	3e633620b823d6577f6b91a026d73f68	[2:3:5]	3540
Paul Ryan	012	Make pessimistic comment	Iran concessions	3e633620b823d6577f6b91a026d73f68	[4:9:11]	3541
Eliot Engel	014	Consider policy option	Iran Sanctions Act renewal	3e633620b823d6577f6b91a026d73f68	[5:12:13]	3542
Sen. Ben Cardin	013	Make optimistic comment	Iran Sanctions Act	3e633620b823d6577f6b91a026d73f68	[6:14:16]	3543
Sen. Ben Cardin	012	Make pessimistic comment	talk with Corker	3e633620b823d6577f6b91a026d73f68	[7:17:18]	3544
U.S. Secretary of State John Kerry	013	Make optimistic comment	Joint Comprehensive Plan of Action	4401cbc57a2cd97758aa144bbdd12553	[1:0:3]	3545
Iranian Government	010	Make public statement	United Nations	4401cbc57a2cd97758aa144bbdd12553	[3:6:7]	3546
Iranian Government	013	Make optimistic comment	aggression	4401cbc57a2cd97758aa144bbdd12553	[4:8:9]	3547
Hamas member of the political bureau Fathi Hammad	013	Make optimistic comment	Avigdor Lieberman	bd43722b4b95db51cf8fa64cfdb8b5de	[1:0:2]	3548
IDF officer	012	Make pessimistic comment	Hamas	abc8f5d52d62b1186e92ff7127c6769a	[1:0:2]	3549
Iran	019	Express accord	OPEC	b88f7e600f03d5ce3aada1922d149528	[0:0:0]	3550
OPEC Secretary-General Mohammed Barkindo	014	Consider policy option	OPEC meeting consultation	b88f7e600f03d5ce3aada1922d149528	[2:5:7]	3551
Russian President Vladimir Putin	013	Make optimistic comment	Saudi Arabia change of position	b88f7e600f03d5ce3aada1922d149528	[3:8:11]	3552
OPEC Secretary-General Mohammed Barkindo	012	Make pessimistic comment	Possible deal duration	b88f7e600f03d5ce3aada1922d149528	[4:12:14]	3553
Hamas leaders	013	Make optimistic comment	Israeli-Turkish reconciliation negotiations	0dec1f86eadaf217d592a47b4d45c621	[1:0:2]	3554
Israeli Minister of Transport Yisrael Katz	014	Consider policy option	Floating harbor project	0dec1f86eadaf217d592a47b4d45c621	[3:7:7]	3555
Hamas	016	Reject accusation, deny responsibility	Position on floating harbor in Gaza Strip	0dec1f86eadaf217d592a47b4d45c621	[7:15:17]	3556
Writer and political analyst Mustafa Sawaf	012	Make pessimistic comment	Egyptian stance	0dec1f86eadaf217d592a47b4d45c621	[8:18:20]	3557
Israeli Prime Minister Benjamin Netanyahu	012	Make pessimistic comment	Iran nuclear deal	18bcc5b12a86ed4ff9c18280c0989206	[1:0:2]	3558
Joint Arab list	013	Make optimistic comment	Iran Deal	18bcc5b12a86ed4ff9c18280c0989206	[2:3:6]	3559
American Jewish Committee	012	Make pessimistic comment	U.S. Secretary of State John Kerry and other government officials	18bcc5b12a86ed4ff9c18280c0989206	[3:7:9]	3560
American Jewish Committee	013	Make optimistic comment	United States Congress	18bcc5b12a86ed4ff9c18280c0989206	[4:10:13]	3561
Jewish Voice for Peace	013	Make optimistic comment	Iran nuclear deal	18bcc5b12a86ed4ff9c18280c0989206	[5:14:15]	3562
Israel	010	Make public statement	United States for military aid	8f068cea7824aa9e5b728525562262e9	[5:13:16]	3563
Benjamin Netanyahu	010	Make public statement	U.S. Jews	db699680e35d324b72b6122402a02980	[0:0:0]	3564
Benjamin Netanyahu	013	Make optimistic comment	American Jews	db699680e35d324b72b6122402a02980	[1:0:2]	3565
Benjamin Netanyahu	010	Make public statement	Isaac Herzog	db699680e35d324b72b6122402a02980	[2:3:4]	3566
Republican Sen. Tom Cotton	012	Make pessimistic comment	Israeli diplomatic correspondents	db699680e35d324b72b6122402a02980	[3:5:7]	3567
Benjamin Netanyahu	0355	Express intent to allow non-mediatory international involvement	Israeli position against the nuclear agreement	db699680e35d324b72b6122402a02980	[5:10:12]	3568
Benjamin Netanyahu	012	Make pessimistic comment	U.S. Congress	db699680e35d324b72b6122402a02980	[6:13:14]	3569
Iran	013	Make optimistic comment	oil market and price stability	9147912711854ef0723650036108d305	[0:0:0]	3570
Iran president Hassan Rouhani	013	Make optimistic comment	oil market stability	9147912711854ef0723650036108d305	[1:0:2]	3571
President Rouhani	013	Make optimistic comment	oil price stability	9147912711854ef0723650036108d305	[2:3:6]	3572
President Correa	014	Consider policy option	oil price justice	9147912711854ef0723650036108d305	[3:7:10]	3573
Palestinian official Ahmad Majdalani	019	Express accord	French peace proposal	5212aa26a7d1307495034755438617fa	[2:2:5]	3574
Palestinian Authority Committee of Prisoners' Affairs	016	Reject accusation, deny responsibility	Israeli internment policy	2152f49584bf235798bae075610114fe	[1:0:3]	3575
Mahmoud Mahamid	018	Make empathetic comment	al-Qiq's condition	2152f49584bf235798bae075610114fe	[3:9:12]	3576
Palestinian Prisoner's Society	010	Make public statement	Israeli administrative detention policy	2152f49584bf235798bae075610114fe	[4:13:16]	3577
Saudi Arabia	012	Make pessimistic comment	economic slowdown	166c424c70d5297e639f014ac9ddf78f	[1:0:3]	3578
French foreign Minister Laurent Fabius	1221	Reject request for economic aid	Israelis and Palestinians	ea6b3fead47e62ee9bf4bc2b2006e820	[1:0:0]	3579
Deputy Head of the EU delegation Reinhold Brender	014	Consider policy option	Egyptian proposals	2a0249ee6e2a7ba92e3ffb970efa5f2c	[1:0:2]	3580
EU	011	Refuse to comment	German parliament's conflict with Egypt	2a0249ee6e2a7ba92e3ffb970efa5f2c	[4:9:12]	3581
German-Arab Chamber of Industry and Commerce CEO Rainer Herret	013	Make optimistic comment	political relations between Egypt and Germany	2a0249ee6e2a7ba92e3ffb970efa5f2c	[4:9:12]	3582
Gidi Gov	017	Engage in symbolic act	Iran	2e2673f4dd15430d2b6339753d1fca8f	[1:0:3]	3583
President Xi Jinping	013	Make optimistic comment	return to Beijing emphasizing non-interference	97c979dfcbff7448b6e9e3cd5541d58a	[8:17:18]	3584
France	016	Reject accusation, deny responsibility	Palestine	da77c368c6e2629287f84be2fd302ae5	[1:0:3]	3585
