Actor1Name	EventCode	RelationName	Actor2Name	day	timid	ce_id	Md5	Md5_list	URL	URL_list	atomic_events	timespan	timdiff	relative_time	is_Uniform	is_drop
Poland	110	Accuse	Israel	2019-02-18	1460	2631	0c146a5013c3aafda0d1104ae6dabb36	0c146a5013c3aafda0d1104ae6dabb36, 9ddae3c3d0c8e7a5a5e556b7d76068ab	https://www.dailymail.co.uk/news/article-6716483/Poland-cancel-visit-Israel-amid-new-Holocaust-spat.html	['https://www.dailymail.co.uk/news/article-6716483/Poland-cancel-visit-Israel-amid-new-Holocaust-spat.html', 'http://www.naharnet.com/stories/en/256667-poland-shuns-israel-summit-amid-holocaust-row']	112	52	0.0	20.0	True	False
Israel	110	Accuse of human rights abuses	Poland	2019-02-18	1460	2631	f01f5b01188e33ca1b73faf73d3b9c54	f01f5b01188e33ca1b73faf73d3b9c54	https://www.yahoo.com/news/polish-pm-cancels-israel-trip-104633760.html	['https://www.yahoo.com/news/polish-pm-cancels-israel-trip-104633760.html']	112	52	0.0	20.0	True	True
Israel	110	Accuse	Poland	2019-02-18	1460	2631	ed6490b90d50d6010f3561d6e2285e42	ed6490b90d50d6010f3561d6e2285e42, 0cd08c46b8a78b4f9de828bced91608b	https://www.yahoo.com/news/poland-says-may-withdraw-summit-row-israel-escalates-090217816.html	['https://www.yahoo.com/news/poland-says-may-withdraw-summit-row-israel-escalates-090217816.html', 'https://www.timesofisrael.com/fresh-fight-over-holocaust-memory-threatens-warming-israel-poland-ties/']	112	52	0.0	20.0	True	True
Israel	020	Appeal for diplomatic cooperation (such as policy support)	Polish parliament	2019-02-19	1461	2631	d5200d699b737196448b4e83fafc4382	d5200d699b737196448b4e83fafc4382	https://hamodia.com/2019/02/19/orban-urges-end-israeli-polish-rift-polands-wwii-role/	['https://hamodia.com/2019/02/19/orban-urges-end-israeli-polish-rift-polands-wwii-role/']	112	52	1.0	21.0	True	False
Israel	110	Criticize or denounce	Poland	2019-02-19	1461	2631	cd59d99e6eacdf80bd854def5181e9f4	cd59d99e6eacdf80bd854def5181e9f4, f3f7d91cf3f9efd2b57e607f228000be, 1da7ca0a0eeb8534cd8ae16539cba51f	https://www.timesofisrael.com/liveblog_entry/knesset-speaker-says-acting-fm-katz-was-telling-the-truth-in-remark-about-poles/	['https://www.timesofisrael.com/liveblog_entry/knesset-speaker-says-acting-fm-katz-was-telling-the-truth-in-remark-about-poles/', 'https://www.ynetnews.com/articles/0,7340,L-5466434,00.html', 'https://www.vosizneias.com/317006/2019/02/19/warsaw-another-fight-over-holocaust-memory-threatens-warming-ties-between-israel-and-poland/']	112	52	0.0	21.0	True	False
Hungary	010	Decline comment	Israel	2019-02-19	1461	2631	d5200d699b737196448b4e83fafc4382	d5200d699b737196448b4e83fafc4382	https://hamodia.com/2019/02/19/orban-urges-end-israeli-polish-rift-polands-wwii-role/	['https://hamodia.com/2019/02/19/orban-urges-end-israeli-polish-rift-polands-wwii-role/']	112	52	0.0	21.0	True	False
Poland	110	Criticize or denounce	Israel	2019-02-19	1461	2631	61b119ceabc23150030a0da503d93469	61b119ceabc23150030a0da503d93469, 509f0ad7dd2336958d7b8314bc85b641	https://www.thenews.com.pk/print/433849-poland-pulls-out-of-israel-summit-in-row-over-ww2-role	['https://www.thenews.com.pk/print/433849-poland-pulls-out-of-israel-summit-in-row-over-ww2-role', 'https://www.thenews.com.pk/print/433949-poland-s-pm-shuns-israel-summit-amid-holocaust-row']	112	52	0.0	21.0	True	True
Poland	100	Demand	Israel	2019-02-19	1461	2631	89e72587108e31f12baecdd00fac65d3	89e72587108e31f12baecdd00fac65d3, 9858e5c0cd99025d4510c30b1490987c	https://www.vosizneias.com/317090/2019/02/19/warsaw-poland-awaiting-israels-apology-for-ministers-comments/	['https://www.vosizneias.com/317090/2019/02/19/warsaw-poland-awaiting-israels-apology-for-ministers-comments/', 'https://www.foxnews.com/world/poland-awaiting-israels-apology-for-ministers-comments']	112	52	0.0	21.0	True	True
Iran	110	Criticize or denounce	Israel	2019-02-19	1461	2631	5477829f92cb3c3c018ae19e00ac13c0	5477829f92cb3c3c018ae19e00ac13c0	https://theiranproject.com/blog/2019/02/19/cancellation-of-visegrad-summit-a-heavy-blow-to-netanyahu-iran/	['https://theiranproject.com/blog/2019/02/19/cancellation-of-visegrad-summit-a-heavy-blow-to-netanyahu-iran/']	112	52	0.0	21.0	True	True
Poland	110	Accuse	Israel	2019-02-19	1461	2631	b8873b67ab96a33f04f9c32267c77bd8	b8873b67ab96a33f04f9c32267c77bd8, 626188957d26c41c8eb8706baa500f14	http://imemc.org/article/poland-pulls-out-of-jerusalem-meeting-over-racist-remark/	['http://imemc.org/article/poland-pulls-out-of-jerusalem-meeting-over-racist-remark/', 'https://www.thenews.com.pk/print/433698-poland-shuns-israel-summit-amid-holocaust-row']	112	52	0.0	21.0	True	True
Polish parliament	120	Reject request for rights	Israel	2019-02-19	1461	2631	cd59d99e6eacdf80bd854def5181e9f4	cd59d99e6eacdf80bd854def5181e9f4	https://www.timesofisrael.com/liveblog_entry/knesset-speaker-says-acting-fm-katz-was-telling-the-truth-in-remark-about-poles/	['https://www.timesofisrael.com/liveblog_entry/knesset-speaker-says-acting-fm-katz-was-telling-the-truth-in-remark-about-poles/']	112	52	0.0	21.0	True	False
Israel	200	Use unconventional mass force	Poland	2019-02-19	1461	2631	73459d1c594390d027905009ea64a8a2	73459d1c594390d027905009ea64a8a2	https://www.reuters.com/article/us-israel-diplomacy/orban-urges-end-to-israeli-polish-rift-over-polands-ww2-role-idUSKCN1Q81MK	['https://www.reuters.com/article/us-israel-diplomacy/orban-urges-end-to-israeli-polish-rift-over-polands-ww2-role-idUSKCN1Q81MK']	112	52	0.0	21.0	True	True
Israel	110	Accuse	Poland	2019-02-20	1462	2631	03cdc8092c29efe6659059f5d68743ae	03cdc8092c29efe6659059f5d68743ae, c6c5b2d9a614c6b2cb55a680ba95bbb6	https://www.thenews.com.pk/print/434386-polish-officials-seek-israeli-apology-for-racist-remarks	['https://www.thenews.com.pk/print/434386-polish-officials-seek-israeli-apology-for-racist-remarks', 'https://www.middleeastmonitor.com/20190220-poland-asks-israel-to-apologise-for-slanderous-remarks/']	112	52	1.0	22.0	True	True
Poland	110	Criticize or denounce	Israel	2019-02-20	1462	2631	ff403f93321877ecdaa146327f6508af	ff403f93321877ecdaa146327f6508af	http://www.xinhuanet.com/english/2019-02/21/c_137837676.htm	['http://www.xinhuanet.com/english/2019-02/21/c_137837676.htm']	112	52	0.0	22.0	True	True
United States	070	Provide economic aid	Binyamin Netanyahu	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Hungary	060	Cooperate economically	Binyamin Netanyahu	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Israel	010	Decline comment	Poland	2019-02-20	1462	2631	91de12bf3aea060afc322b81d1343433	91de12bf3aea060afc322b81d1343433, 1bbb0feef47c386354e13c013b97141d	https://sputniknews.com/world/201902201072581731-israel-poland-anti-semitism/	['https://sputniknews.com/world/201902201072581731-israel-poland-anti-semitism/', 'https://www.ynetnews.com/articles/0,7340,L-5466927,00.html']	112	52	0.0	22.0	True	False
Czech Republic	050	Engage in diplomatic cooperation	Binyamin Netanyahu	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Poland	120	Reject request for economic aid	Israel	2019-02-20	1462	2631	0f954b051481f713c61fcf52c1b04297	0f954b051481f713c61fcf52c1b04297	https://sputniknews.com/analysis/201902201072592889-israel-poland-visegrad/	['https://sputniknews.com/analysis/201902201072592889-israel-poland-visegrad/']	112	52	0.0	22.0	True	True
Binyamin Netanyahu	050	Engage in diplomatic cooperation	Czech Republic	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
US	110	Criticize or denounce	Israel	2019-02-20	1462	2631	1bbb0feef47c386354e13c013b97141d	1bbb0feef47c386354e13c013b97141d	https://www.ynetnews.com/articles/0,7340,L-5466927,00.html	['https://www.ynetnews.com/articles/0,7340,L-5466927,00.html']	112	52	0.0	22.0	True	True
Israel	110	Criticize or denounce	Poland	2019-02-20	1462	2631	ff403f93321877ecdaa146327f6508af	ff403f93321877ecdaa146327f6508af, 813226d05ebfdc8858e091d13332a04a	http://www.xinhuanet.com/english/2019-02/21/c_137837676.htm	['http://www.xinhuanet.com/english/2019-02/21/c_137837676.htm', 'http://english.ahram.org.eg/NewsContent/2/8/325870/World/Region/Israel-should-apologise-to-Poland,-US-ambassador-s.aspx']	112	52	0.0	22.0	True	True
US	100	Demand for diplomatic cooperation (such as policy support)	Israel	2019-02-20	1462	2631	aace4f814793ccddb382aa5ffbb6760d	aace4f814793ccddb382aa5ffbb6760d	https://www.jns.org/us-ambassador-to-poland-israel-should-apologize-to-poland-for-holocaust-remark/	['https://www.jns.org/us-ambassador-to-poland-israel-should-apologize-to-poland-for-holocaust-remark/']	112	52	0.0	22.0	True	False
Polish parliament	010	Decline comment	Binyamin Netanyahu	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Binyamin Netanyahu	070	Provide military aid	United States	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Austria	090	Investigate human rights abuses	Holocaust victims	2019-02-20	1462	2631	b915483bada51e7b0be19255aa0a5aef	b915483bada51e7b0be19255aa0a5aef	http://news.trust.org/item/20190220161255-dnypv	['http://news.trust.org/item/20190220161255-dnypv']	112	52	0.0	22.0	True	False
Poland	100	Demand	Israel	2019-02-20	1462	2631	b59da14633573fd5c28ebe6b0d7de6c7	b59da14633573fd5c28ebe6b0d7de6c7	https://www.thenews.com.pk/print/434312-polish-officials-seek-israeli-apology-for-racist-remarks	['https://www.thenews.com.pk/print/434312-polish-officials-seek-israeli-apology-for-racist-remarks']	112	52	0.0	22.0	True	False
Binyamin Netanyahu	010	Decline comment	Polish parliament	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Binyamin Netanyahu	090	Investigate human rights abuses	Iran	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Binyamin Netanyahu	060	Cooperate economically	Hungary	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
Poland	010	Decline comment	Israel	2019-02-20	1462	2631	8a5cc44614a211167b637036d4928291	8a5cc44614a211167b637036d4928291	http://www.xinhuanet.com/english/2019-02/20/c_137837623.htm	['http://www.xinhuanet.com/english/2019-02/20/c_137837623.htm']	112	52	0.0	22.0	True	False
Binyamin Netanyahu	030	Express intent to cooperate	Poland	2019-02-20	1462	2631	6c5b56f366d54c60f73d612622c41f2b	6c5b56f366d54c60f73d612622c41f2b	https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit	['https://www.thenews.com.pk/print/434166-netanyahu-seeks-to-save-face-after-cancelled-central-europe-summit']	112	52	0.0	22.0	True	True
US	110	Accuse	Israel	2019-02-20	1462	2631	b1fbb13a8581be2a89d07eb735cca759	b1fbb13a8581be2a89d07eb735cca759	https://www.timesofisrael.com/liveblog_entry/siding-with-poland-us-condemns-katzs-offensive-anti-semitism-remark/	['https://www.timesofisrael.com/liveblog_entry/siding-with-poland-us-condemns-katzs-offensive-anti-semitism-remark/']	112	52	0.0	22.0	True	True
Israel	050	Grant diplomatic recognition	Poland	2019-02-21	1463	2631	80fe6ba8e3bab92295d9daba6e0672fd	80fe6ba8e3bab92295d9daba6e0672fd	https://www.dailymail.co.uk/wires/ap/article-6716765/The-Latest-Poland-pulls-Israel-meeting-comments.html	['https://www.dailymail.co.uk/wires/ap/article-6716765/The-Latest-Poland-pulls-Israel-meeting-comments.html']	112	52	1.0	23.0	True	False
United States	110	Criticize or denounce	Israel	2019-02-21	1463	2631	c15dbbe0d26210fccc70fe70b1cb5d03	c15dbbe0d26210fccc70fe70b1cb5d03	https://www.timesofisrael.com/liveblog_entry/pompeo-expresses-support-for-poland-in-warsaws-latest-holocaust-row-with-israel/	['https://www.timesofisrael.com/liveblog_entry/pompeo-expresses-support-for-poland-in-warsaws-latest-holocaust-row-with-israel/']	112	52	0.0	23.0	True	False
Poland	120	Reject request for change in institutions, regime	Israel	2019-02-21	1463	2631	484b159db428d9d641fdbe647b523b36	484b159db428d9d641fdbe647b523b36	https://www.dailymail.co.uk/wires/ap/article-6717041/Israel-Central-Europe-summit-canceled-Polish-pullout.html	['https://www.dailymail.co.uk/wires/ap/article-6717041/Israel-Central-Europe-summit-canceled-Polish-pullout.html']	112	52	0.0	23.0	True	True
Israel	110	Accuse of human rights abuses	Poland	2019-02-21	1463	2631	484b159db428d9d641fdbe647b523b36	484b159db428d9d641fdbe647b523b36	https://www.dailymail.co.uk/wires/ap/article-6717041/Israel-Central-Europe-summit-canceled-Polish-pullout.html	['https://www.dailymail.co.uk/wires/ap/article-6717041/Israel-Central-Europe-summit-canceled-Polish-pullout.html']	112	52	0.0	23.0	True	True
Israel	110	Criticize or denounce	Poland	2019-02-21	1463	2631	63ef8d29c223b993e19946031de3fda4	63ef8d29c223b993e19946031de3fda4	https://www.timesofisrael.com/liveblog_entry/israel-katz-stands-by-comments-against-poland-asserts-many-poles-cooperated-with-nazis/	['https://www.timesofisrael.com/liveblog_entry/israel-katz-stands-by-comments-against-poland-asserts-many-poles-cooperated-with-nazis/']	112	52	0.0	23.0	True	False
Poland	110	Criticize or denounce	Israel	2019-02-21	1463	2631	9f10ced282c9cc1ebe2e1abc049de625	9f10ced282c9cc1ebe2e1abc049de625	https://www.dailymail.co.uk/wires/afp/article-6716477/Poland-says-withdraw-summit-row-Israel-escalates.html	['https://www.dailymail.co.uk/wires/afp/article-6716477/Poland-says-withdraw-summit-row-Israel-escalates.html']	112	52	0.0	23.0	True	True
Austria	010	Decline comment	Holocaust victims	2019-02-21	1463	2631	d5b3e699e88e65214725641f549ed014	d5b3e699e88e65214725641f549ed014	https://www.vosizneias.com/317203/2019/02/20/vienna-holocaust-survivors-chide-austrias-kurz-on-anti-semitism-effort/	['https://www.vosizneias.com/317203/2019/02/20/vienna-holocaust-survivors-chide-austrias-kurz-on-anti-semitism-effort/']	112	52	0.0	23.0	True	True
Emmanuel Macron	010	Make optimistic comment	Anti-Semitism	2019-02-21	1463	2631	aea55039b5c8f08dca3d5695537a1be1	aea55039b5c8f08dca3d5695537a1be1	https://www.jns.org/opinion/is-western-europe-no-longer-safe-for-jews/	['https://www.jns.org/opinion/is-western-europe-no-longer-safe-for-jews/']	112	52	0.0	23.0	True	False
American Jewish Committee	120	Reject request or demand for material aid	Poland	2019-02-21	1463	2631	80fe6ba8e3bab92295d9daba6e0672fd	80fe6ba8e3bab92295d9daba6e0672fd	https://www.dailymail.co.uk/wires/ap/article-6716765/The-Latest-Poland-pulls-Israel-meeting-comments.html	['https://www.dailymail.co.uk/wires/ap/article-6716765/The-Latest-Poland-pulls-Israel-meeting-comments.html']	112	52	0.0	23.0	True	False
American Jewish Committee	110	Criticize or denounce	Poland	2019-02-21	1463	2631	80fe6ba8e3bab92295d9daba6e0672fd	80fe6ba8e3bab92295d9daba6e0672fd	https://www.dailymail.co.uk/wires/ap/article-6716765/The-Latest-Poland-pulls-Israel-meeting-comments.html	['https://www.dailymail.co.uk/wires/ap/article-6716765/The-Latest-Poland-pulls-Israel-meeting-comments.html']	112	52	0.0	23.0	True	False
France	010	Make optimistic comment	Anti-Semitism	2019-02-21	1463	2631	aea55039b5c8f08dca3d5695537a1be1	aea55039b5c8f08dca3d5695537a1be1	https://www.jns.org/opinion/is-western-europe-no-longer-safe-for-jews/	['https://www.jns.org/opinion/is-western-europe-no-longer-safe-for-jews/']	112	52	0.0	23.0	True	False
US	110	Criticize or denounce	Israel	2019-02-22	1464	2631	2da4c0de9529e28f627eb09b41d5818d	2da4c0de9529e28f627eb09b41d5818d	https://www.timesofisrael.com/poland-says-us-secretary-of-state-supports-its-stance-in-spat-with-israel/	['https://www.timesofisrael.com/poland-says-us-secretary-of-state-supports-its-stance-in-spat-with-israel/']	112	52	1.0	24.0	True	True
Poland	010	Decline comment	Israel	2019-02-22	1464	2631	03a8d0c5cab1a06a1d45d7728c843d64	03a8d0c5cab1a06a1d45d7728c843d64	https://www.timesofisrael.com/polish-pm-says-nations-holocaust-involvement-was-individual-criminals/	['https://www.timesofisrael.com/polish-pm-says-nations-holocaust-involvement-was-individual-criminals/']	112	52	0.0	24.0	True	False
Poland	010	Decline comment	Israel	2019-02-23	1465	2631	fc613aa06b650c94f5ccd27995417753	fc613aa06b650c94f5ccd27995417753	https://www.yahoo.com/news/israel-apologize-poland-u-ambassador-says-082726587.html	['https://www.yahoo.com/news/israel-apologize-poland-u-ambassador-says-082726587.html']	112	52	1.0	25.0	True	False
Israel	110	Criticize or denounce	Poland	2019-02-23	1465	2631	9badf84f8e201a0cced79cbd01d62365	9badf84f8e201a0cced79cbd01d62365	https://www.sott.net/article/407850-Warsaw-wont-bow-to-lies-racist-insults-Polish-PM-says-amid-simmering-row-with-Israel	['https://www.sott.net/article/407850-Warsaw-wont-bow-to-lies-racist-insults-Polish-PM-says-amid-simmering-row-with-Israel']	112	52	0.0	25.0	True	True
Israel	030	Express intent to engage in diplomatic cooperation (such as policy support)	Poland	2019-02-23	1465	2631	9badf84f8e201a0cced79cbd01d62365	9badf84f8e201a0cced79cbd01d62365	https://www.sott.net/article/407850-Warsaw-wont-bow-to-lies-racist-insults-Polish-PM-says-amid-simmering-row-with-Israel	['https://www.sott.net/article/407850-Warsaw-wont-bow-to-lies-racist-insults-Polish-PM-says-amid-simmering-row-with-Israel']	112	52	0.0	25.0	True	True
Israel	010	Decline comment	Poland	2019-02-23	1465	2631	9badf84f8e201a0cced79cbd01d62365	9badf84f8e201a0cced79cbd01d62365, fc613aa06b650c94f5ccd27995417753	https://www.sott.net/article/407850-Warsaw-wont-bow-to-lies-racist-insults-Polish-PM-says-amid-simmering-row-with-Israel	['https://www.sott.net/article/407850-Warsaw-wont-bow-to-lies-racist-insults-Polish-PM-says-amid-simmering-row-with-Israel', 'https://www.yahoo.com/news/israel-apologize-poland-u-ambassador-says-082726587.html']	112	52	0.0	25.0	True	True
Israel	030	Express intent to cooperate	Poland	2019-02-25	1467	2631	eb3eef387a3a91b2b7a4ac74a2730f31	eb3eef387a3a91b2b7a4ac74a2730f31	https://www.timesofisrael.com/acting-fm-tries-to-finesse-polish-anti-semitism-crisis/	['https://www.timesofisrael.com/acting-fm-tries-to-finesse-polish-anti-semitism-crisis/']	112	52	2.0	27.0	True	True
Yisrael Katz	010	Decline comment	Poland	2019-02-26	1468	2631	e48e69a207570f7a69cf14f18345af1e	e48e69a207570f7a69cf14f18345af1e	https://www.dailymail.co.uk/wires/afp/article-6731821/Israeli-minister-not-backing-Polish-remarks.html	['https://www.dailymail.co.uk/wires/afp/article-6731821/Israeli-minister-not-backing-Polish-remarks.html']	112	52	1.0	28.0	True	True
Israel	010	Decline comment	Poland	2019-02-26	1468	2631	1ef3827f9caa8d41b7703637a788e12a	1ef3827f9caa8d41b7703637a788e12a	https://www.middleeastmonitor.com/20190226-israeli-minister-refuses-to-apologise-to-poland-for-nazi-comment/	['https://www.middleeastmonitor.com/20190226-israeli-minister-refuses-to-apologise-to-poland-for-nazi-comment/']	112	52	0.0	28.0	True	True
Israel	110	Criticize or denounce	Poland	2019-02-26	1468	2631	7b1806d834da77f0abc8d437d29bf6a6	7b1806d834da77f0abc8d437d29bf6a6	https://www.reuters.com/article/us-israel-poland-idUSKCN1Q90TG	['https://www.reuters.com/article/us-israel-poland-idUSKCN1Q90TG']	112	52	0.0	28.0	True	True
Israel	010	Decline comment	Poland	2019-02-27	1469	2631	af8c52affec889741b96668444399bd4	af8c52affec889741b96668444399bd4, 10fcda55b597aeda82a26871489f4238, ef4e8c2dac17329d59da04dc53d4f958	https://www.ynetnews.com/articles/0,7340,L-5470893,00.html	['https://www.ynetnews.com/articles/0,7340,L-5470893,00.html', 'https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/', 'https://www.timesofisrael.com/liveblog_entry/poland-open-to-meeting-with-israel-after-holocaust-spat/']	112	52	1.0	29.0	True	False
Poland	140	Engage in political dissent	Israel	2019-02-27	1469	2631	b23231716476423719fcb40e99a95a1f	b23231716476423719fcb40e99a95a1f	https://www.timesofisrael.com/poland-open-to-meeting-with-israel-after-holocaust-spat/	['https://www.timesofisrael.com/poland-open-to-meeting-with-israel-after-holocaust-spat/']	112	52	0.0	29.0	True	True
Poland	060	Cooperate economically	Israel	2019-02-27	1469	2631	10fcda55b597aeda82a26871489f4238	10fcda55b597aeda82a26871489f4238	https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/	['https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/']	112	52	0.0	29.0	True	False
Poland	050	Engage in diplomatic cooperation	Israel	2019-02-27	1469	2631	10fcda55b597aeda82a26871489f4238	10fcda55b597aeda82a26871489f4238	https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/	['https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/']	112	52	0.0	29.0	True	False
Poland	110	Criticize or denounce	Israel	2019-02-27	1469	2631	b23231716476423719fcb40e99a95a1f	b23231716476423719fcb40e99a95a1f, b5a99b3f74c799fe302810d8cf9e157e	https://www.timesofisrael.com/poland-open-to-meeting-with-israel-after-holocaust-spat/	['https://www.timesofisrael.com/poland-open-to-meeting-with-israel-after-holocaust-spat/', 'https://www.rt.com/newsline/452570-poland-meeting-israel-holocaust/']	112	52	0.0	29.0	True	True
Israel	030	Express intent to engage in diplomatic cooperation (such as policy support)	Poland	2019-02-27	1469	2631	10fcda55b597aeda82a26871489f4238	10fcda55b597aeda82a26871489f4238	https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/	['https://www.algemeiner.com/2019/02/27/israel-should-work-with-poland-despite-holocaust-controversy/']	112	52	0.0	29.0	True	False
Poland	110	Accuse	Israel	2019-02-27	1469	2631	ba14955d5b6726c43e6d9512b81bcee5	ba14955d5b6726c43e6d9512b81bcee5, af8c52affec889741b96668444399bd4	https://www.vosizneias.com/317701/2019/02/27/budapest-poland-open-to-meeting-with-israel-after-holocaust-spat/	['https://www.vosizneias.com/317701/2019/02/27/budapest-poland-open-to-meeting-with-israel-after-holocaust-spat/', 'https://www.ynetnews.com/articles/0,7340,L-5470893,00.html']	112	52	0.0	29.0	True	True
Poland	110	Accuse of human rights abuses	Israel	2019-02-27	1469	2631	ef4e8c2dac17329d59da04dc53d4f958	ef4e8c2dac17329d59da04dc53d4f958	https://www.timesofisrael.com/liveblog_entry/poland-open-to-meeting-with-israel-after-holocaust-spat/	['https://www.timesofisrael.com/liveblog_entry/poland-open-to-meeting-with-israel-after-holocaust-spat/']	112	52	0.0	29.0	True	False
Israel	110	Criticize or denounce	Poland	2019-02-28	1470	2631	10b46052a5a13d9ebd4c015d10df6da7	10b46052a5a13d9ebd4c015d10df6da7	https://www.algemeiner.com/2019/02/28/how-israel-should-handle-polands-holocaust-crimes-and-antisemitism/	['https://www.algemeiner.com/2019/02/28/how-israel-should-handle-polands-holocaust-crimes-and-antisemitism/']	112	52	1.0	30.0	True	True
Poland	110	Criticize or denounce	Israel	2019-03-03	1473	2631	abb5e444926dd417ab90d0607ac8ef50	abb5e444926dd417ab90d0607ac8ef50	https://www.dailymail.co.uk/wires/ap/article-6751345/Poland-open-meeting-Israel-Holocaust-spat.html	['https://www.dailymail.co.uk/wires/ap/article-6751345/Poland-open-meeting-Israel-Holocaust-spat.html']	112	52	3.0	33.0	True	True
Binyamin Netanyahu	010	Decline comment	Poland	2019-03-04	1474	2631	f69ebbe199ca1a16e3a49b7aad7323d7	f69ebbe199ca1a16e3a49b7aad7323d7	https://www.dailymail.co.uk/wires/ap/article-6708511/Netanyahu-misquoted-Holocaust-Poland-office-says.html	['https://www.dailymail.co.uk/wires/ap/article-6708511/Netanyahu-misquoted-Holocaust-Poland-office-says.html']	112	52	1.0	34.0	True	False
Jewish community	040	Discuss by telephone	Polish parliament	2019-03-06	1476	2631	66004ce3d25d1f470c38b3395ce68c13	66004ce3d25d1f470c38b3395ce68c13	https://www.timesofisrael.com/poland-considering-exhumations-at-world-war-ii-massacre-site/	['https://www.timesofisrael.com/poland-considering-exhumations-at-world-war-ii-massacre-site/']	112	52	2.0	36.0	True	False
Polish parliament	040	Engage in negotiation	Jewish community	2019-03-06	1476	2631	66004ce3d25d1f470c38b3395ce68c13	66004ce3d25d1f470c38b3395ce68c13	https://www.timesofisrael.com/poland-considering-exhumations-at-world-war-ii-massacre-site/	['https://www.timesofisrael.com/poland-considering-exhumations-at-world-war-ii-massacre-site/']	112	52	0.0	36.0	True	False
Poland	050	Engage in diplomatic cooperation	Jewish community	2019-03-06	1476	2631	66004ce3d25d1f470c38b3395ce68c13	66004ce3d25d1f470c38b3395ce68c13	https://www.timesofisrael.com/poland-considering-exhumations-at-world-war-ii-massacre-site/	['https://www.timesofisrael.com/poland-considering-exhumations-at-world-war-ii-massacre-site/']	112	52	0.0	36.0	True	False
