Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Palestine Liberation Organization official Ahmed Majdalani	012	Make pessimistic comment	Israel	d6fab4b5a295564448e71fc7d0e01513	[2:4:6]	17642
Prime Minister Boris Johnson	013	Make optimistic comment	Israeli children	1f998ffce4260756a341f3f6d5e20376	[4:9:12]	17647
Saudi-led coalition	018	Make empathetic comment	Yemeni civilians	1028f9ac6ce1701abe938e52d5f3dea7	[0:0:0]	17649
Mai Al-Kaila	012	Make pessimistic comment	Israeli military forces	1dc683d6e8374983d2359bd983abdbad	[2:3:6]	17657
President Biden	013	Make optimistic comment	Russia	6ec74da38682ccb479358d42024cead1	[1:0:3]	17658
Josep Borrell	1053	Demand release of persons or property	ViennaTalks	6ec74da38682ccb479358d42024cead1	[2:4:6]	17659
Vladimir Putin	014	Consider policy option	NATO's expansion	32361db3e7fda9d749322cfea11751a8	[1:0:1]	17660
President Volodymyr Zelensky	013	Make optimistic comment	Ukraine's readiness and imposition of martial law	32361db3e7fda9d749322cfea11751a8	[1:0:1]	17661
Julian Reichelt	017	Engage in symbolic act	Jewish Community	2ced2814c67ccc080fca8302c785b27b	[1:0:2]	17665
Former US President Donald Trump	017	Engage in symbolic act	Hamas and Mohammed Dahlan	6aa72722450736da170cba182c5240d3	[1:0:2]	17673
Charlotte Knobloch	012	Make pessimistic comment	Anti-Semitic attacks in Germany	4b118091ae41f786cdc9380e742ef208	[2:4:7]	17678
German Foreign Minister	016	Reject accusation, deny responsibility	Anti-Semitism among immigrants	4b118091ae41f786cdc9380e742ef208	[6:21:21]	17683
EU Court of Justice	1246	Refuse to de-escalate military engagement	Israeli settlements products	ac1e267c1a8bb4ce73feb668f036dc53	[1:0:2]	17688
EU Court of Justice	0311	Express intent to cooperate economically	Israeli settlements products	ac1e267c1a8bb4ce73feb668f036dc53	[2:3:6]	17689
EU Court of Justice	015	Non-apologetically acknowledge or claim responsibility	Israeli settlement goods labeling	ac1e267c1a8bb4ce73feb668f036dc53	[9:30:32]	17692
Donald Trump	013	Make optimistic comment	U.S. Embassy in Jerusalem	9d92eb9b90ee4811ede464ab1e7b66ce	[2:4:8]	17695
Benjamin Netanyahu	016	Reject accusation, deny responsibility	United Nations	7d2bc73724f2429000e9b3be434a9204	[5:16:16]	17698
Ocasio-Cortez	014	Consider policy option	ICE	bcaa0b0dab12c2a8331d8a03273e06a8	[4:10:11]	17707
Michael Bloomberg	013	Make optimistic comment	Democratic convention	b7b5564eb682a171a2a76f2bf450c252	[1:0:2]	17709
Andrew Yang	1384	Threaten to use conventional attack	Democratic convention	b7b5564eb682a171a2a76f2bf450c252	[4:9:14]	17710
Health Ministry	014	Consider policy option	Army Radio	e60f484b42bc48c72bee8552ef55532d	[3:7:10]	17712
Prof. Shlomo Havlin	013	Make optimistic comment	Societies	e60f484b42bc48c72bee8552ef55532d	[5:14:17]	17714
Oman Grand Mufti Sheikh Ahmed Bin Hamad Al-Khalili	013	Make optimistic comment	Israel	ccadfd4b58a196c51bfd391f711da40d	[0:0:0]	17721
Ministry of Foreign Affairs	015	Non-apologetically acknowledge or claim responsibility	Israeli Jew Roman Brodsky	07269e93385b74e2ece5fdaadb3632f3	[1:0:2]	17723
Israeli Prime Minister Naftali Bennett	018	Make empathetic comment	Roman Brodsky	07269e93385b74e2ece5fdaadb3632f3	[2:3:5]	17724
Ukrainian government	1411	Demonstrate or rally for leadership change	City of Kharkiv	07269e93385b74e2ece5fdaadb3632f3	[3:6:8]	17725
Ukrainian President Volodymyr Zelensky	013	Make optimistic comment	Russian military	07269e93385b74e2ece5fdaadb3632f3	[4:9:11]	17726
Maj. Gen. Mohammad Bagheri	012	Make pessimistic comment	Israel	001cde538fc915d650e5e61708c217e5	[1:0:5]	17730
Maj. Gen. Mohammad Bagheri	012	Make pessimistic comment	Israel	001cde538fc915d650e5e61708c217e5	[2:6:12]	17731
Washington	1411	Demonstrate or rally for leadership change	Tehran	51a0d00b8b265ac8eb44af5c553e3cbd	[5:15:16]	17736
Ayatollah Ali Khamenei	015	Non-apologetically acknowledge or claim responsibility	Guardian Council decision	a1a72cc70130e97ee06448a07985207a	[1:0:2]	17737
Mohammad Baqer Ghalibaf	1123	Accuse of aggression	COVID	81580df09abc94887291c7555a895c08	[1:0:4]	17739
Chief of Staff Gadi Eisenkot	015	Non-apologetically acknowledge or claim responsibility	Hezbollah	a2cc534f74a04612c27f56ed882a951b	[0:0:0]	17741
Israeli Defense Minister	014	Consider policy option	Knesset Foreign Affairs and Defense Committee	a2cc534f74a04612c27f56ed882a951b	[1:0:1]	17742
Israeli Defense Minister	014	Consider policy option	Israel	a2cc534f74a04612c27f56ed882a951b	[1:0:1]	17743
Israeli Defense Minister	019	Express accord	Israel	a2cc534f74a04612c27f56ed882a951b	[2:2:4]	17744
Syrian government	016	Reject accusation, deny responsibility	Mezzeh Military Airport	a2cc534f74a04612c27f56ed882a951b	[3:5:5]	17745
President Hassan Rouhani	012	Make pessimistic comment	terrorist	730ca96a45bbded8bfe573e75bdc6c48	[1:0:2]	17746
The United States	018	Make empathetic comment	Israel	f855d8e51f1fecc9e43d196dc6227de4	[2:2:6]	17755
Hossein Amirabdollahian	012	Make pessimistic comment	P4+1 group	e83922e74216f24fae6b4ec747ad5d72	[2:3:5]	17757
President Hassan Rouhani	013	Make optimistic comment	Europe	0731f1abc44ba00b17046759888268a3	[0:0:0]	17760
Benjamin Netanyahu	010	Make public statement	Biden	1d18a0984b78c5faf5378ed7545b29ec	[0:0:0]	17764
Binyamin Netanyahu	1011	Demand economic cooperation	Guatemala	2ea1c3cd95592145f4dbb3d792c3409b	[1:0:3]	17766
Guatemala president Jimmy Morales	019	Express accord	Israel	2ea1c3cd95592145f4dbb3d792c3409b	[2:4:7]	17767
U.S. Ambassador	013	Make optimistic comment	Guatemala	2ea1c3cd95592145f4dbb3d792c3409b	[2:4:7]	17768
Mohammad Javad Zarif	012	Make pessimistic comment	Israel	0011af9ae631b06d00324ff9a3e28b02	[2:6:8]	17770
Mohammad Javad Zarif	012	Make pessimistic comment	Israel	0011af9ae631b06d00324ff9a3e28b02	[3:9:12]	17771
Defense Ministry	013	Make optimistic comment	Haredi protests	f6e58d0f65d5f717e4c8331c4533dd21	[1:0:4]	17772
Chief of Army Staff (COAS) General Qamar Javed Bajwa	013	Make optimistic comment	Zarif	14ae22f59ad17e0ee8b3faca7d5c48ab	[2:3:5]	17779
Asad Qaiser	019	Express accord	Iran-Pakistan relations	14ae22f59ad17e0ee8b3faca7d5c48ab	[5:12:13]	17782
Guatemala president Jimmy Morales	013	Make optimistic comment	Israel	11f9f23f44c05541f3d56fe7f5f6ae57	[1:0:3]	17791
Binyamin Netanyahu	1951	Employ precision-guided aerial munitions	Guatemala	11f9f23f44c05541f3d56fe7f5f6ae57	[1:0:3]	17792
Ze'ev Snir	012	Make pessimistic comment	Iran nuclear program	d5e2517dc627ed21db3717c56393d37b	[1:0:4]	17794
Benjamin Netanyahu	012	Make pessimistic comment	secretive Israeli atomic reactor	d5e2517dc627ed21db3717c56393d37b	[4:17:19]	17795
Benjamin Netanyahu	012	Make pessimistic comment	Iran nuclear program	d5e2517dc627ed21db3717c56393d37b	[6:24:28]	17796
Makhdoom Shah Mahmood Qureshi	013	Make optimistic comment	Iranian counterpart	c13058bb4e00889eb06df9c6a6cc9346	[1:0:2]	17797
PA's foreign ministry	016	Reject accusation, deny responsibility	Israel	411995cf67f84899e2fdf9f7e275b911	[2:5:10]	17806
Hamas and Mohammed Dahlan	013	Make optimistic comment	Funeral of three Palestinians	411995cf67f84899e2fdf9f7e275b911	[3:11:14]	17807
Secretary of State Antony Blinken	1123	Accuse of aggression	Iran’s enrichment program	87d4cd486bc4ee0472e1357a50c40001	[6:12:13]	17812
German Bundestag	019	Express accord	BDS movement	2b3989ef08ae1e463807f48d6bdb413d	[1:0:3]	17817
Non Merged Entities	012	Make pessimistic comment	Israeli authorities	82b129e9741b9c7da84f8467d625b0cf	[2:2:2]	17823
British Minister of State for the Middle East Alistair Burt	014	Consider policy option	Israeli authorities	82b129e9741b9c7da84f8467d625b0cf	[2:2:2]	17824
Israeli authorities	1831	Carry out suicide bombing	Palestinians	4c3d13520585e3cef2565f53290e8aae	[2:5:7]	17826
King Abdullah II	019	Express accord	Former US President Donald Trump	2822f26d5aebafa79f188252a6c8231f	[0:0:0]	17827
Likud Party	015	Non-apologetically acknowledge or claim responsibility	Benjamin Netanyahu	fecf9cbfaf89edd5cf9aedd7264ba61d	[1:0:2]	17830
Miki Zohar	013	Make optimistic comment	The Knesset	fecf9cbfaf89edd5cf9aedd7264ba61d	[2:3:6]	17831
Abdel Fattah Al-Sisi	019	Express accord	Tunisia	2737622e5c6751919db1f8784cae0726	[1:0:2]	17838
Abdel Fattah Al-Sisi	019	Express accord	Najla Bouden	2737622e5c6751919db1f8784cae0726	[1:0:2]	17839
President Kais Saied	010	Make public statement	Tunisia	2737622e5c6751919db1f8784cae0726	[2:3:6]	17841
Israel	013	Make optimistic comment	Oman	03c508474e2a253b1f1a10a98ab35035	[1:0:2]	17844
Yossi Cohen	013	Make optimistic comment	Oman	03c508474e2a253b1f1a10a98ab35035	[1:0:2]	17845
Israel	013	Make optimistic comment	Oman	03c508474e2a253b1f1a10a98ab35035	[5:11:15]	17847
Josep Borrell	014	Consider policy option	Israel	fdb685df4c06e25d32a9fc8e992ff34d	[1:0:5]	17849
EU High Representative and Vice-President Josep Borrell	019	Express accord	incoming US administration	78facd39f6123a8e23bb28766b6c9bc7	[1:0:3]	17858
Ahmed El-Tayyeb	018	Make empathetic comment	Azerbaijan	6fb47432624c6c4c686d64556eb11649	[1:0:2]	17864
Ahmed El-Tayyeb	014	Consider policy option	Armenia	6fb47432624c6c4c686d64556eb11649	[1:0:2]	17865
Abdel Fattah Al-Sisi	013	Make optimistic comment	Japan's Mitsubishi Corporation CEO Takehiko Kakiuchi	4cb8738687b8a69fa97a40dae3138fda	[1:0:2]	17866
Prime Minister Theresa May's spokesman	016	Reject accusation, deny responsibility	Maduro	d4e8902a0ebe728628b447a638d618f8	[1:0:2]	17868
United Kingdom	013	Make optimistic comment	Europe	6cfff64e4e68f9cefa1ae63eafec1c5b	[1:0:1]	17869
United Kingdom	019	Express accord	The United States	6cfff64e4e68f9cefa1ae63eafec1c5b	[2:2:3]	17870
France	013	Make optimistic comment	European Security Council	6cfff64e4e68f9cefa1ae63eafec1c5b	[4:7:7]	17871
United Kingdom	019	Express accord	The United States	6cfff64e4e68f9cefa1ae63eafec1c5b	[6:10:11]	17873
President Hassan Rouhani	012	Make pessimistic comment	Israel	62ad55902bcef932356fd1fcb4672863	[0:0:0]	17875
President Hassan Rouhani	016	Reject accusation, deny responsibility	Israel	62ad55902bcef932356fd1fcb4672863	[2:5:9]	17876
Jordanian officials	014	Consider policy option	Manama conference	6e9729d4be3be0c950199518e886600a	[1:0:2]	17882
Open Doors USA	012	Make pessimistic comment	Underreported number of Christians in Iran	74ad2b655b5dcb95c615595b25a8289a	[3:7:9]	17888
Ambassador to Azerbaijan	013	Make optimistic comment	Azerbaijan	168afc9323e832eff021b746e7e8bc5b	[1:0:4]	17892
Donald Trump	014	Consider policy option	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[1:0:3]	17894
White House Officials	016	Reject accusation, deny responsibility	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[2:4:7]	17895
Press secretary Sean Spicer	010	Make public statement	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[3:8:13]	17896
Press secretary Sean Spicer	010	Make public statement	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[6:22:24]	17897
Benjamin Netanyahu	014	Consider policy option	Attorney General Avichai Mendelblit	fb32e2414719dfb5fd1cf39652f2486e	[0:0:0]	17901
Gantz	010	Make public statement	Prime Minister Boris Johnson	cc3e30fd6ce26bf00a49e231654aa0fa	[4:11:14]	17919
Judd Deere	013	Make optimistic comment	Collaborative agreement on dam dispute	7da89228e6ff0cc4c748a86d3f853c6b	[2:3:5]	17923
Benjamin Netanyahu	013	Make optimistic comment	Vaccine	362d48009636e20fd00351da35bd69d7	[4:11:14]	17928
Sameh Shoukry	013	Make optimistic comment	Uganda	57bf70306741a96c8708a06093ac9565	[3:7:8]	17930
Indian Council	0311	Express intent to cooperate economically	bilateral relations between China and India	90d6f062fd4bfaacb32c5a0d2db2f474	[2:4:7]	17933
Al Khalifa	019	Express accord	Israel	e88c12a4a121f698022331b0ed970087	[3:4:8]	17935
Guatemalan foreign minister Sandra Jovel	010	Make public statement	ConCriterio	4af0c6ab01e72c785d25762bcae6409e	[1:0:3]	17941
Joe Biden and Kamala Harris	019	Express accord	Democratic convention	4d6e698115cd14eb3c7df057eede8be0	[1:0:3]	17942
Tom Perez	013	Make optimistic comment	American people	4d6e698115cd14eb3c7df057eede8be0	[2:4:7]	17943
Donald Trump	010	Make public statement	Fox News	4d6e698115cd14eb3c7df057eede8be0	[2:4:7]	17944
Former US President Donald Trump	017	Engage in symbolic act	Israel	b38572f56c577540f14de1892d29492a	[1:0:5]	17946
Iranian Foreign Ministry Spokesman Bahram Qassemi	012	Make pessimistic comment	Israel	b9707339266a1cc6cd7822242b4223af	[1:0:3]	17952
Lloyd Austin	0832	Accede to demands for change in policy	Abu Dhabi	1e90936e2915777cf52c94e7676ff535	[2:3:3]	17956
Prime Minister Boris Johnson	014	Consider policy option	Russia	1e90936e2915777cf52c94e7676ff535	[3:4:5]	17957
Palestinian Authority chief Mahmoud Abbas	1721	Impose restrictions on political freedoms	Al Aqsa Mosque	07b1562af13b393d9cf7accebe1bc786	[2:3:4]	17959
Saudi Kingdom	013	Make optimistic comment	Former US President Donald Trump	07b1562af13b393d9cf7accebe1bc786	[4:8:11]	17961
European Council President Donald Tusk	014	Consider policy option	U.S. President Donald Trump	311da08ebfdc3583acca92fea56a5dee	[1:0:1]	17964
Mohammad Javad Zarif	012	Make pessimistic comment	Foreign military presence	ac3e7215d803d4d58677cf5f2cb486e3	[3:7:10]	17967
Abdel Fattah Al-Sisi	019	Express accord	King of Jordan	f6e137394c378c262b099598f344fb35	[3:7:8]	17968
Abdel Fattah Al-Sisi	1123	Accuse of aggression	King of Jordan	f6e137394c378c262b099598f344fb35	[4:9:9]	17969
Likud Party	017	Engage in symbolic act	Police	e4462acee9525580bdf9d3262050a707	[1:0:4]	17971
Azerbaijani Defense Ministry	015	Non-apologetically acknowledge or claim responsibility	Barda	6cd34e975541df96f789d0598428bb78	[1:0:4]	17974
ICRC	012	Make pessimistic comment	Armenia	6cd34e975541df96f789d0598428bb78	[3:8:11]	17976
Azerbaijan	015	Non-apologetically acknowledge or claim responsibility	casualties	6cd34e975541df96f789d0598428bb78	[5:16:20]	17978
Vladimir Putin	015	Non-apologetically acknowledge or claim responsibility	casualties	6cd34e975541df96f789d0598428bb78	[5:16:20]	17979
President Hassan Rouhani	012	Make pessimistic comment	Israel	814b9a0394c08459d068ef47ef285b08	[0:0:0]	17985
President Hassan Rouhani	012	Make pessimistic comment	The United States	814b9a0394c08459d068ef47ef285b08	[1:0:3]	17986
World Bank President David Malpass	014	Consider policy option	Abdel Fattah Al-Sisi	6a19c8d28d468ea17aeb59a7e90ecd22	[1:0:3]	17995
Palestinians	013	Make optimistic comment	Biden	15fda294ce753a8d31ad312c13ef4839	[0:0:0]	18000
Wadie Abunassar	1122	Accuse of human rights abuses	Biden	15fda294ce753a8d31ad312c13ef4839	[2:4:7]	18005
Wadie Abunassar	012	Make pessimistic comment	Joe Biden and Kamala Harris	15fda294ce753a8d31ad312c13ef4839	[3:8:11]	18006
Former Palestinian government spokesman Jamal Dajani	012	Make pessimistic comment	Palestinian Authority chief Mahmoud Abbas	15fda294ce753a8d31ad312c13ef4839	[3:8:11]	18007
Palestinian Authority chief Mahmoud Abbas	010	Make public statement	Former Palestinian government spokesman Jamal Dajani	15fda294ce753a8d31ad312c13ef4839	[3:8:11]	18008
Palestinians	013	Make optimistic comment	US Biden administration	15fda294ce753a8d31ad312c13ef4839	[4:12:13]	18009
US Biden administration	013	Make optimistic comment	Palestinians	15fda294ce753a8d31ad312c13ef4839	[4:12:13]	18010
Hassan Rohani	013	Make optimistic comment	voters	abe7abb8637d83b869ef87114d835fbc	[1:0:5]	18019
Ali Rabiei	013	Make optimistic comment	voters	abe7abb8637d83b869ef87114d835fbc	[2:6:10]	18020
Supreme Leader Ayatollah Ali Khamenei	013	Make optimistic comment	Iranian public	abe7abb8637d83b869ef87114d835fbc	[3:11:13]	18021
Steven Mnuchin	013	Make optimistic comment	UK	9e7ea9cfa64243081f11784d758e7561	[4:11:13]	18029
Ayatollah Ahmad Jannati	012	Make pessimistic comment	Europe	7fa97cd02736a4d9c54fecffe78209b5	[8:27:31]	18033
Non Merged Entities	016	Reject accusation, deny responsibility	Omer Barlev	2a4a3e0221072468a657ae1d20b72ecb	[2:4:8]	18040
Iranian regime officials	012	Make pessimistic comment	Iranian voters	568cc7647a3142e5a31356b87caa9cf6	[1:0:2]	18041
Hesameddin Ashena	1951	Employ precision-guided aerial munitions	Iranian voters	568cc7647a3142e5a31356b87caa9cf6	[2:3:5]	18042
Supreme Leader Ayatollah Ali Khamenei	012	Make pessimistic comment	Iranian voters	568cc7647a3142e5a31356b87caa9cf6	[3:6:8]	18043
Beatrice Fihn	012	Make pessimistic comment	The United States	34eaac3172efd029d6e605560b873612	[2:4:6]	18050
Beatrice Fihn	019	Express accord	The United States	34eaac3172efd029d6e605560b873612	[6:17:19]	18052
William Perry	019	Express accord	The United States	34eaac3172efd029d6e605560b873612	[6:17:19]	18053
Beatrice Fihn	013	Make optimistic comment	TPNW	34eaac3172efd029d6e605560b873612	[9:28:30]	18054
Beatrice Fihn	012	Make pessimistic comment	nuclear weapons	34eaac3172efd029d6e605560b873612	[10:31:33]	18055
Jen Psaki	016	Reject accusation, deny responsibility	P5+1	3b37cac4a8163563d6f8b48c53631131	[2:5:9]	18059
Biden officials	013	Make optimistic comment	Israel	55a1592650609843b52a1a209b7aae5b	[1:0:2]	18063
Other Entities	013	Make optimistic comment	Government	e8b99ad090c7cb96747174a8c8d688b8	[2:5:8]	18065
Rubens Hannun	013	Make optimistic comment	Brazil	86bb2c7e28370ca8d65196eafac03858	[3:6:8]	18074
Rubens Hannun	1411	Demonstrate or rally for leadership change	Brazil	86bb2c7e28370ca8d65196eafac03858	[4:9:10]	18075
Rubens Hannun	013	Make optimistic comment	Arab Brazilian Chamber and the Union of Arab Chambers	86bb2c7e28370ca8d65196eafac03858	[4:9:10]	18076
Tamer Mansour	014	Consider policy option	economic forum attendees	86bb2c7e28370ca8d65196eafac03858	[5:11:12]	18077
São Paulo former governor Geraldo Alckmin	010	Make public statement	forum attendees	86bb2c7e28370ca8d65196eafac03858	[6:13:15]	18078
Benjamin Netanyahu	012	Make pessimistic comment	King Abdullah II	f24ca65300ef18cced2cdf2df07a3914	[1:0:3]	18079
King Abdallah	012	Make pessimistic comment	Palestinian origin terrorists	f24ca65300ef18cced2cdf2df07a3914	[3:6:7]	18080
Mauthausen Committee	1056	Demand de-escalation of military engagement	Austrian government	b915483bada51e7b0be19255aa0a5aef	[2:3:5]	18082
Binyamin Netanyahu	013	Make optimistic comment	Sebastian Kurz	b915483bada51e7b0be19255aa0a5aef	[4:9:10]	18083
Russia	014	Consider policy option	The United States	7a5e64dc137fc003fee982a45b572c98	[0:0:0]	18086
Russia	014	Consider policy option	The United States	7a5e64dc137fc003fee982a45b572c98	[1:0:4]	18087
Russia	014	Consider policy option	The United States	7a5e64dc137fc003fee982a45b572c98	[3:9:11]	18088
Hamas leader Haniya	1123	Accuse of aggression	Palestinians	298aa14f139b978c3a505f4dff4bd006	[2:3:5]	18099
OPEC head	012	Make pessimistic comment	Oil market	45ca98a34c2e37e16c53b0248862f494	[0:0:0]	18102
Palestinian Leader Mahmud Abbas	012	Make pessimistic comment	Israel	2f7c87e2c19b6f311968ea026643e191	[1:0:4]	18105
NATO chief Jens Stoltenberg	013	Make optimistic comment	Trump	5f26a07212f3d1dd6287b72abba4af7f	[3:8:11]	18108
Tarek Qabil	013	Make optimistic comment	Russian industrial zone	4a57d240c45038a123c6b5522e9e4d70	[1:0:3]	18114
Tarek Qabil	013	Make optimistic comment	Egyptian market	4a57d240c45038a123c6b5522e9e4d70	[2:4:6]	18115
German's National Democratic Party (NPD)	015	Non-apologetically acknowledge or claim responsibility	Israel	bf11f3322e52318e7d56fa3e7366af84	[2:3:5]	18122
Germany's Green Party	015	Non-apologetically acknowledge or claim responsibility	Israel	bf11f3322e52318e7d56fa3e7366af84	[2:3:5]	18123
General Sisi	013	Make optimistic comment	Ghana	92cbda99deb5c2674ca8f25d478810eb	[1:0:0]	18126
Germany's Foreign Minister Heiko Maas	1044	Demand change in institutions, regime	EU payment channels	2a9ed005ef30f5ca5662a5538bb87629	[3:6:7]	18128
Abdel Fattah Al-Sisi	013	Make optimistic comment	U.S. President Joe Biden	2474ad7ad4c2e189cbe7daf93d299300	[3:5:8]	18131
Prince Tamim bin Hamad Al-Thani	013	Make optimistic comment	U.S. President Joe Biden	2474ad7ad4c2e189cbe7daf93d299300	[4:9:12]	18132
Sheikh Mohammed bin Zayed	013	Make optimistic comment	U.S. President Joe Biden	2474ad7ad4c2e189cbe7daf93d299300	[4:9:12]	18133
King Hamad bin Isa Al Khalifa	1042	Demand policy change	U.S. President Joe Biden	2474ad7ad4c2e189cbe7daf93d299300	[5:13:17]	18134
Mustafa al-Kadhimi	1123	Accuse of aggression	U.S. President Joe Biden	2474ad7ad4c2e189cbe7daf93d299300	[6:18:20]	18136
Abdel Fattah Al-Sisi	010	Make public statement	U.S. President Joe Biden	2474ad7ad4c2e189cbe7daf93d299300	[6:18:20]	18137
Health Ministry	012	Make pessimistic comment	Bnei Brak	786a1bc2d7cf403cb03c7912f5da09cb	[1:0:3]	18139
Health Ministry	012	Make pessimistic comment	Ashdod	786a1bc2d7cf403cb03c7912f5da09cb	[1:0:3]	18140
Health Ministry	012	Make pessimistic comment	Tel Aviv	786a1bc2d7cf403cb03c7912f5da09cb	[1:0:3]	18141
US Energy Secretary Rick Perry	013	Make optimistic comment	Russia	78b08e7b2a56c4c9eec5679525f135bd	[1:0:2]	18143
US Energy Secretary Rick Perry	013	Make optimistic comment	The United States	78b08e7b2a56c4c9eec5679525f135bd	[1:0:2]	18144
US Vice President Mike Pence	016	Reject accusation, deny responsibility	Pakistan	1d57bc4888aabc8602257fe1040c9c85	[2:2:3]	18148
Former US President Donald Trump	013	Make optimistic comment	Peace plan	567d2299f618fe784d8bb2c17277ce76	[1:0:3]	18151
Former US President Donald Trump	012	Make pessimistic comment	Peace plan	567d2299f618fe784d8bb2c17277ce76	[10:41:45]	18156
Prime Minister Boris Johnson	0244	Appeal for change in institutions, regime	Peace plan	567d2299f618fe784d8bb2c17277ce76	[10:41:45]	18157
Islamic Republic of Iran	012	Make pessimistic comment	The United States	534bbeccf648f19c9724f550367bc1ec	[1:0:3]	18158
Foreign Minister Wang Yi	013	Make optimistic comment	The United States	2aed96e16b8a4f33c338c3353ec8555a	[1:0:1]	18167
Vladimir Putin	012	Make pessimistic comment	Ukraine	2aed96e16b8a4f33c338c3353ec8555a	[2:2:3]	18168
Tesco	012	Make pessimistic comment	United Kingdom	2aed96e16b8a4f33c338c3353ec8555a	[3:4:5]	18169
Bank of England	012	Make pessimistic comment	United Kingdom	2aed96e16b8a4f33c338c3353ec8555a	[3:4:5]	18170
German finance ministry spokesperson	014	Consider policy option	European special purpose financial vehicle	9e6f242172abd3514d8fb6dcdc5319b5	[1:0:2]	18171
Anton Siluanov	014	Consider policy option	US restrictions	9e6f242172abd3514d8fb6dcdc5319b5	[2:3:6]	18172
EU Commission president Ursula von der Leyen	012	Make pessimistic comment	Brexit	b6696fa089df1cf64994ba86f7a1180f	[2:4:6]	18179
African countries	0211	Appeal for economic cooperation	Cairo Roadmap	c1c9d3acd61e67defa6a156c15d738f6	[2:4:8]	18180
Former US President Donald Trump	012	Make pessimistic comment	Pakistan	d526400be464655e2890f2f698464968	[1:0:1]	18192
EU Foreign Affairs Chief Federica Mogherini	016	Reject accusation, deny responsibility	Israel	3598261b4f892df3f86163a808341144	[2:2:4]	18203
Israel's Foreign Minister Israel Katz	012	Make pessimistic comment	EU Foreign Affairs Chief Federica Mogherini	3598261b4f892df3f86163a808341144	[3:5:6]	18204
Bipartisan senators	013	Make optimistic comment	President Biden	c9d45f6536dbfa6c2215f509aa5efca0	[1:0:2]	18205
Sen. Robert Menendez	013	Make optimistic comment	President Biden	c9d45f6536dbfa6c2215f509aa5efca0	[1:0:2]	18206
Lindsey Graham	013	Make optimistic comment	President Biden	c9d45f6536dbfa6c2215f509aa5efca0	[1:0:2]	18207
Bipartisan senators	014	Consider policy option	US Biden administration	c9d45f6536dbfa6c2215f509aa5efca0	[4:9:11]	18209
Bipartisan House lawmakers	014	Consider policy option	US Biden administration	c9d45f6536dbfa6c2215f509aa5efca0	[5:12:14]	18210
Binyamin Netanyahu	1621	Reduce or stop economic assistance	Salomon family	e09fc34b36d1cf94c48009209e2f7b93	[1:0:2]	18211
Binyamin Netanyahu	018	Make empathetic comment	Salomon family	e09fc34b36d1cf94c48009209e2f7b93	[2:3:7]	18212
Binyamin Netanyahu	013	Make optimistic comment	Israeli official	e09fc34b36d1cf94c48009209e2f7b93	[4:11:14]	18214
Bassam Radi	013	Make optimistic comment	Egypt's Decent Life programme	6db576aafd64ba6898aa3abd31489e65	[2:4:6]	18217
Ali Rabii	012	Make pessimistic comment	Coronavirus	ffebb42520b02ea6c7b72024c584bd3a	[1:0:3]	18227
Health Ministry	019	Express accord	Check2Fly	cbab33f8486bdc0b26906852b1168719	[2:4:7]	18228
Benjamin Netanyahu	0354	Express intent to ease economic sanctions, boycott, or embargo	Hezbollah	5fa4390bc428bdcce0e1962ea72e61f2	[1:0:2]	18230
Benjamin Netanyahu	014	Consider policy option	United States administration	5fa4390bc428bdcce0e1962ea72e61f2	[2:3:4]	18231
Benjamin Netanyahu	016	Reject accusation, deny responsibility	The International Atomic Energy Agency	5fa4390bc428bdcce0e1962ea72e61f2	[6:15:18]	18233
Benjamin Netanyahu	013	Make optimistic comment	The International Atomic Energy Agency	5fa4390bc428bdcce0e1962ea72e61f2	[9:26:28]	18234
Benjamin Netanyahu	013	Make optimistic comment	The International Atomic Energy Agency	5fa4390bc428bdcce0e1962ea72e61f2	[13:38:40]	18236
Benjamin Netanyahu	013	Make optimistic comment	United Nations Secretary-General	5fa4390bc428bdcce0e1962ea72e61f2	[15:44:47]	18237
Benjamin Netanyahu	013	Make optimistic comment	The International Atomic Energy Agency	5fa4390bc428bdcce0e1962ea72e61f2	[15:44:47]	18238
Chancellor Angela Merkel	016	Reject accusation, deny responsibility	Anti-Semitism among immigrants	faab2f4b6f5b4b9b8a55eeef9dba3f9e	[6:19:22]	18245
Interior Minister Thomas de Maizière	016	Reject accusation, deny responsibility	Anti-Semitism among immigrants	faab2f4b6f5b4b9b8a55eeef9dba3f9e	[6:19:22]	18246
Hamas and Mohammed Dahlan	010	Make public statement	Cairo talks	d5d5b4620bf088c0659d550e7839a78d	[0:0:0]	18247
Senator John McCain	014	Consider policy option	Afghanistan	7eed08a2266eb16c6b44d397516976bd	[2:2:10]	18250
General John Nicholson	019	Express accord	Chabahar port	7eed08a2266eb16c6b44d397516976bd	[7:20:22]	18251
EU Foreign Affairs Chief Federica Mogherini	013	Make optimistic comment	SPV	aa919d83918c3212038abf96b7cc5005	[2:4:5]	18259
Armenia	019	Express accord	Azerbaijan	ce3499cbac035ae348ecf92ab3178296	[1:0:2]	18261
Azerbaijan	019	Express accord	Armenia	ce3499cbac035ae348ecf92ab3178296	[2:3:5]	18262
